GRE Score,GPA,IELTS Score,Research Paper,University Ranking,University Name,Admit Probability,country,course
266,0.2,0.2,99,31,University of Western Ontario,0.01,CANADA,CE/CS
24,2.9,6.3,58,47,University of Waterloo,0.46,CANADA,CE/CS
279,1.2,4.0,43,87,University of Victoria,0.5,CANADA,CE/CS
80,2.3,4.6,24,89,University of Windsor,0.49,CANADA,CE/CS
84,0.6,1.4,84,0,York University,0.14,CANADA,CE/CS
20,3.2,4.3,86,20,University of Sherbrooke,0.07,CANADA,CE/CS
110,3.0,9.0,54,0,University of Manitoba,0.76,CANADA,CE/CS
328,2.3,6.5,84,33,University of Manitoba,0.06,CANADA,CE/CS
282,2.7,4.1,63,1,University of Windsor,0.14,CANADA,CE/CS
141,3.5,3.5,89,96,McMaster University,0.51,CANADA,CE/CS
190,0.2,2.0,29,70,Mount Royal University,0.59,CANADA,CE/CS
299,1.7,7.8,21,25,Saint Mary's University,0.06,CANADA,CE/CS
4,1.2,5.9,25,44,University of Montreal,0.59,CANADA,CE/CS
251,0.9,8.8,78,61,University of Ottawa,0.5,CANADA,CE/CS
182,1.7,4.9,68,7,Athabasca University,0.01,CANADA,CE/CS
197,2.3,1.2,53,70,Brock University,0.16,CANADA,CE/CS
133,3.3,0.0,43,32,University of Sherbrooke,0.28,CANADA,CE/CS
263,0.1,3.5,19,0,Wilfrid Laurier University,0.1,CANADA,CE/CS
265,3.0,5.4,77,8,Mount Royal University,0.1,CANADA,CE/CS
19,3.3,1.9,49,32,University of Winnipeg,0.44,CANADA,CE/CS
258,2.6,6.6,2,98,University of Alberta,0.43,CANADA,CE/CS
159,2.7,4.2,53,70,Bishop's University,0.97,CANADA,CE/CS
41,0.7,6.7,81,87,University of Manitoba,0.84,CANADA,CE/CS
219,1.0,5.5,36,67,Mount Royal University,0.33,CANADA,CE/CS
318,3.4,0.6,32,31,University of Guelph,0.29,CANADA,CE/CS
125,3.1,4.1,41,50,McGill University,0.52,CANADA,CE/CS
285,0.6,4.4,61,74,Athabasca University,0.39,CANADA,CE/CS
229,3.2,1.9,55,61,Mount Allison University,0.56,CANADA,CE/CS
141,2.4,1.1,79,4,University of Northern British Columbia,0.47,CANADA,CE/CS
268,0.4,8.8,82,4,University of Winnipeg,0.08,CANADA,CE/CS
146,2.8,8.0,53,40,Mount Allison University,0.72,CANADA,CE/CS
15,1.2,5.4,48,64,Carleton University,0.93,CANADA,CE/CS
93,2.5,9.0,98,12,Memorial University of Newfoundland,0.62,CANADA,CE/CS
157,0.7,8.5,2,8,Laurentian University,0.39,CANADA,CE/CS
23,2.3,2.4,75,20,University of Windsor,0.27,CANADA,CE/CS
332,1.7,1.1,15,79,Nipissing University,0.94,CANADA,CE/CS
251,2.5,5.7,50,37,Mount Royal University,0.15,CANADA,CE/CS
168,0.6,2.2,77,97,University of Winnipeg,0.54,CANADA,CE/CS
312,0.3,1.7,99,26,University of Prince Edward Island,0.37,CANADA,CE/CS
53,1.8,0.6,64,9,University of Manitoba,0.91,CANADA,CE/CS
32,3.6,0.9,80,33,Wilfrid Laurier University,0.79,CANADA,CE/CS
260,3.5,5.4,29,54,Athabasca University,0.11,CANADA,CE/CS
193,2.7,0.3,65,86,Queen's University,0.47,CANADA,CE/CS
240,2.4,2.2,1,88,Saint Mary's University,0.94,CANADA,CE/CS
96,1.4,2.4,71,14,University of Calgary,0.74,CANADA,CE/CS
228,0.7,3.7,93,68,University of Saskatchewan,0.54,CANADA,CE/CS
205,2.1,2.3,39,37,University of Regina,0.11,CANADA,CE/CS
332,2.9,3.4,77,39,University of Guelph,0.43,CANADA,CE/CS
54,1.4,5.4,80,58,University of King's College,0.7,CANADA,CE/CS
217,3.2,7.5,47,84,McGill University,0.39,CANADA,CE/CS
54,3.9,4.1,41,2,University of Winnipeg,0.87,CANADA,CE/CS
321,3.4,3.2,45,70,Queen's University,0.44,CANADA,CE/CS
11,0.4,5.4,57,67,University of Guelph,0.07,CANADA,CE/CS
136,2.0,6.7,73,83,University of Prince Edward Island,0.02,CANADA,CE/CS
25,2.6,5.9,61,74,University of Manitoba,0.65,CANADA,CE/CS
340,3.6,6.0,35,78,Brock University,0.7,CANADA,CE/CS
340,0.6,3.8,50,47,Saint Mary's University,0.52,CANADA,CE/CS
176,3.3,3.4,97,14,University of Lethbridge,0.51,CANADA,CE/CS
263,0.1,8.3,34,18,University of New Brunswick,0.15,CANADA,CE/CS
128,3.6,7.2,75,56,Concordia University,0.62,CANADA,CE/CS
202,3.6,5.8,66,94,University of Guelph,0.38,CANADA,CE/CS
125,0.9,7.2,83,53,University of Montreal,0.71,CANADA,CE/CS
83,1.2,2.5,31,86,University of Waterloo,0.36,CANADA,CE/CS
294,3.9,2.6,6,44,York University,0.16,CANADA,CE/CS
80,1.2,7.8,74,61,Mount Royal University,0.94,CANADA,CE/CS
225,2.1,5.0,34,52,Mount Allison University,0.25,CANADA,CE/CS
295,0.7,0.3,29,39,Mount Royal University,0.05,CANADA,CE/CS
17,2.4,5.6,24,31,University of Guelph,0.98,CANADA,CE/CS
61,2.5,3.8,36,81,University of Regina,0.73,CANADA,CE/CS
189,1.0,6.2,54,17,University of Toronto,0.76,CANADA,CE/CS
209,1.4,7.1,92,50,University of British Columbia,0.05,CANADA,CE/CS
156,0.0,6.6,71,90,University of Calgary,0.4,CANADA,CE/CS
171,1.1,3.6,58,42,University of Montreal,0.95,CANADA,CE/CS
148,2.8,8.8,79,73,University of Western Ontario,0.56,CANADA,CE/CS
279,0.5,8.3,97,11,University of Prince Edward Island,0.48,CANADA,CE/CS
134,0.0,7.6,6,44,University of Windsor,0.51,CANADA,CE/CS
164,1.8,5.0,85,23,University of Victoria,0.96,CANADA,CE/CS
230,2.8,0.3,98,29,University of Ottawa,0.6,CANADA,CE/CS
50,3.7,4.9,17,86,Saint Mary's University,0.24,CANADA,CE/CS
280,2.8,2.0,94,37,University of Alberta,0.08,CANADA,CE/CS
304,3.3,4.8,39,99,University of Moncton.,0.19,CANADA,CE/CS
41,2.1,3.1,54,49,York University,0.09,CANADA,CE/CS
203,2.4,2.3,52,9,University of Winnipeg,0.51,CANADA,CE/CS
281,2.1,0.4,46,51,Simon Fraser University,0.41,CANADA,CE/CS
45,3.1,3.9,82,91,University of Moncton.,0.13,CANADA,CE/CS
227,1.5,5.7,7,25,Athabasca University,0.12,CANADA,CE/CS
201,1.2,3.6,75,84,Brock University,0.25,CANADA,CE/CS
52,1.4,7.3,34,85,University of Manitoba,0.6,CANADA,CE/CS
266,2.5,1.3,86,100,University of Manitoba,0.4,CANADA,CE/CS
131,2.2,2.3,26,55,Simon Fraser University,0.61,CANADA,CE/CS
270,2.4,4.9,52,92,University of Regina,0.17,CANADA,CE/CS
276,3.7,7.7,99,78,University of British Columbia,0.81,CANADA,CE/CS
274,0.6,4.3,31,53,Bishop's University,0.16,CANADA,CE/CS
154,3.9,4.7,44,28,University of Northern British Columbia,0.07,CANADA,CE/CS
272,3.0,1.1,70,70,Simon Fraser University,0.32,CANADA,CE/CS
54,3.6,7.4,49,77,Nipissing University,0.96,CANADA,CE/CS
41,1.4,8.0,55,87,Thompson Rivers University,0.75,CANADA,CE/CS
277,2.7,1.4,75,64,University of Manitoba,0.88,CANADA,CE/CS
45,3.6,5.4,64,13,University of Manitoba,0.54,CANADA,CE/CS
286,3.1,3.0,8,38,Saint Mary's University,0.61,CANADA,CE/CS
150,1.2,1.1,38,77,Wilfrid Laurier University,0.34,CANADA,CE/CS
149,2.1,7.9,51,41,University of Fraser Valley,0.81,CANADA,CE/CS
175,3.8,2.1,80,82,Memorial University of Newfoundland,0.22,CANADA,CE/CS
47,2.1,7.9,80,92,Simon Fraser University,0.05,CANADA,CE/CS
59,0.8,8.2,12,85,University of Prince Edward Island,0.45,CANADA,CE/CS
118,3.0,3.1,20,39,York University,0.28,CANADA,CE/CS
243,0.7,2.1,41,25,McMaster University,0.29,CANADA,CE/CS
160,2.5,6.0,48,19,University of Manitoba,0.54,CANADA,CE/CS
35,1.7,0.4,78,41,Royal Roads University,0.62,CANADA,CE/CS
36,2.7,5.2,70,21,Simon Fraser University,0.5,CANADA,CE/CS
109,1.9,1.9,14,3,Laval University,0.69,CANADA,CE/CS
275,2.5,6.1,84,2,University of Calgary,0.65,CANADA,CE/CS
74,2.6,7.0,53,66,University of British Columbia,1.0,CANADA,CE/CS
188,1.1,6.9,71,74,Nipissing University,0.55,CANADA,CE/CS
234,0.6,0.3,23,36,University of Regina,0.05,CANADA,CE/CS
81,2.0,1.4,24,63,University of Toronto,0.92,CANADA,CE/CS
238,1.8,7.2,49,11,University of Victoria,0.35,CANADA,CE/CS
103,1.5,0.3,97,35,University of New Brunswick,0.45,CANADA,CE/CS
20,0.7,7.7,32,28,Trent University,0.61,CANADA,CE/CS
75,3.7,5.4,76,43,Simon Fraser University,0.21,CANADA,CE/CS
222,3.3,0.2,52,20,Mount Allison University,0.12,CANADA,CE/CS
308,2.6,7.4,69,57,University of Fraser Valley,0.96,CANADA,CE/CS
57,1.0,4.2,61,98,University of Guelph,0.46,CANADA,CE/CS
167,2.7,2.4,13,47,Saint Mary's University,0.85,CANADA,CE/CS
207,1.0,2.8,16,65,Memorial University of Newfoundland,0.63,CANADA,CE/CS
130,0.3,3.4,8,35,University of Regina,0.05,CANADA,CE/CS
150,2.4,7.0,100,33,Ryerson University,0.45,CANADA,CE/CS
221,2.1,1.1,30,40,Thompson Rivers University,0.9,CANADA,CE/CS
57,2.5,8.3,98,9,University of Saskatchewan,0.98,CANADA,CE/CS
14,1.8,4.3,92,98,McGill University,0.79,CANADA,CE/CS
315,0.8,2.5,78,51,University of King's College,0.6,CANADA,CE/CS
177,3.9,2.4,67,57,University of Toronto,0.2,CANADA,CE/CS
242,0.6,5.8,77,32,Carleton University,0.88,CANADA,CE/CS
121,1.0,5.7,74,11,Royal Roads University,0.82,CANADA,CE/CS
235,0.8,0.7,13,95,University of Ottawa,0.9,CANADA,CE/CS
231,2.8,6.7,73,94,Dalhousie University,0.8,CANADA,CE/CS
279,1.8,7.5,24,11,Queen's University,0.13,CANADA,CE/CS
224,3.7,0.4,77,86,University of Western Ontario,0.85,CANADA,CE/CS
143,2.0,7.1,6,19,Thompson Rivers University,0.86,CANADA,CE/CS
161,1.5,0.9,56,89,Ryerson University,0.56,CANADA,CE/CS
47,1.5,5.3,69,79,Memorial University of Newfoundland,0.27,CANADA,CE/CS
213,2.9,2.5,77,94,University of Lethbridge,0.28,CANADA,CE/CS
116,3.5,4.5,29,2,Thompson Rivers University,0.4,CANADA,CE/CS
134,3.9,8.7,24,57,McGill University,0.19,CANADA,CE/CS
40,1.3,0.9,50,57,Mount Allison University,0.24,CANADA,CE/CS
124,0.4,2.1,9,92,University of Victoria,0.46,CANADA,CE/CS
304,2.0,4.8,81,91,University of Ontario Institute of Technology,0.63,CANADA,CE/CS
166,0.2,2.6,5,14,University of Calgary,0.28,CANADA,CE/CS
157,3.8,8.6,56,6,Athabasca University,0.94,CANADA,CE/CS
190,2.5,4.6,12,25,University of Sherbrooke,0.93,CANADA,CE/CS
268,0.3,1.5,57,71,University of Moncton.,0.05,CANADA,CE/CS
274,1.4,2.5,40,78,University of New Brunswick,0.62,CANADA,CE/CS
334,2.4,4.4,29,81,University of King's College,0.21,CANADA,CE/CS
35,1.5,8.0,77,8,McMaster University,0.89,CANADA,CE/CS
217,3.3,0.1,12,20,Queen's University,0.14,CANADA,CE/CS
15,2.4,1.0,60,27,University of Sherbrooke,0.26,CANADA,CE/CS
212,2.2,5.3,44,94,University of Sherbrooke,0.02,CANADA,CE/CS
132,3.7,1.6,81,6,University of Fraser Valley,0.2,CANADA,CE/CS
124,0.4,1.8,70,22,Trent University,0.61,CANADA,CE/CS
218,1.6,4.2,97,71,University of Winnipeg,0.44,CANADA,CE/CS
35,3.2,7.2,23,17,University of Toronto,0.66,CANADA,CE/CS
96,1.3,2.4,46,2,University of Ontario Institute of Technology,0.73,CANADA,CE/CS
11,0.6,4.5,73,53,University of Moncton.,0.53,CANADA,CE/CS
124,3.7,2.8,3,46,University of British Columbia,0.84,CANADA,CE/CS
128,2.5,0.1,84,88,Laval University,0.32,CANADA,CE/CS
277,1.0,0.7,97,25,McGill University,0.49,CANADA,CE/CS
157,0.5,0.7,44,33,University of Ottawa,0.48,CANADA,CE/CS
334,3.2,2.4,25,28,University of New Brunswick,0.94,CANADA,CE/CS
181,0.3,4.9,45,19,Saint Mary's University,0.6,CANADA,CE/CS
65,3.6,3.9,34,13,University of New Brunswick,0.64,CANADA,CE/CS
168,3.0,6.8,92,47,University of Western Ontario,0.44,CANADA,CE/CS
200,2.9,6.0,48,86,Ryerson University,0.54,CANADA,CE/CS
142,2.6,4.9,55,82,University of Windsor,0.43,CANADA,CE/CS
307,2.7,7.9,99,16,Wilfrid Laurier University,0.73,CANADA,CE/CS
6,1.7,6.5,8,58,University of Victoria,0.19,CANADA,CE/CS
270,0.0,7.2,37,60,Saint Mary's University,0.48,CANADA,CE/CS
321,2.6,6.8,14,6,University of Guelph,0.72,CANADA,CE/CS
68,0.7,5.1,90,76,University of Moncton.,0.54,CANADA,CE/CS
288,2.1,7.1,82,35,University of Toronto,0.67,CANADA,CE/CS
222,2.7,3.8,33,8,Concordia University,0.32,CANADA,CE/CS
260,1.7,0.3,52,94,University of Prince Edward Island,0.6,CANADA,CE/CS
3,3.6,3.4,58,50,Dalhousie University,0.14,CANADA,CE/CS
246,2.3,3.8,62,93,University of Lethbridge,0.48,CANADA,CE/CS
218,0.1,6.5,48,77,Mount Allison University,0.11,CANADA,CE/CS
197,0.8,7.8,48,73,Ryerson University,0.31,CANADA,CE/CS
53,0.3,4.3,32,76,University of Winnipeg,0.01,CANADA,CE/CS
248,1.5,7.7,32,13,University of Lethbridge,0.35,CANADA,CE/CS
57,2.4,6.0,3,27,Mount Royal University,0.29,CANADA,CE/CS
196,3.8,5.1,81,11,University of Ottawa,0.71,CANADA,CE/CS
141,2.0,2.6,99,53,University of Guelph,0.27,CANADA,CE/CS
61,2.0,0.4,57,57,University of Alberta,0.77,CANADA,CE/CS
242,0.9,7.3,57,40,University of Northern British Columbia,0.53,CANADA,CE/CS
110,1.6,0.6,68,80,University of Alberta,0.33,CANADA,CE/CS
132,1.7,3.2,25,83,Bishop's University,0.24,CANADA,CE/CS
231,3.8,3.4,11,69,University of British Columbia,0.19,CANADA,CE/CS
13,2.8,8.2,37,40,York University,0.49,CANADA,CE/CS
138,3.5,5.0,77,91,University of Manitoba,0.84,CANADA,CE/CS
44,2.8,5.5,59,61,University of Lethbridge,0.39,CANADA,CE/CS
183,1.0,1.4,21,94,University of Fraser Valley,0.57,CANADA,CE/CS
93,1.2,3.8,70,23,University of Manitoba,0.69,CANADA,CE/CS
215,0.7,1.9,81,78,University of Guelph,0.09,CANADA,CE/CS
19,3.8,6.3,100,11,Royal Roads University,0.67,CANADA,CE/CS
70,2.4,7.2,69,33,University of Ontario Institute of Technology,0.52,CANADA,CE/CS
170,2.0,2.5,70,88,Ryerson University,0.18,CANADA,CE/CS
300,2.1,4.0,83,42,Ryerson University,0.8,CANADA,CE/CS
303,1.9,6.7,91,83,Trent University,0.08,CANADA,CE/CS
178,2.7,4.2,7,89,University of Calgary,0.33,CANADA,CE/CS
116,3.9,5.3,26,24,Ryerson University,0.11,CANADA,CE/CS
104,3.8,5.5,35,74,University of Montreal,0.02,CANADA,CE/CS
268,1.9,7.2,72,80,Nipissing University,0.42,CANADA,CE/CS
242,2.8,3.0,44,29,Brock University,0.84,CANADA,CE/CS
49,2.7,0.3,31,85,Ryerson University,0.49,CANADA,CE/CS
119,3.3,8.6,14,72,University of Alberta,0.22,CANADA,CE/CS
152,3.7,8.4,63,80,Bishop's University,0.02,CANADA,CE/CS
221,1.8,3.0,70,90,Bishop's University,0.53,CANADA,CE/CS
21,2.6,5.6,7,48,Royal Roads University,0.61,CANADA,CE/CS
23,2.9,0.6,97,44,Mount Royal University,0.87,CANADA,CE/CS
242,0.8,5.2,92,13,York University,0.1,CANADA,CE/CS
74,3.2,4.9,60,88,Cape Breton University,0.98,CANADA,CE/CS
156,0.1,1.8,22,76,Wilfrid Laurier University,0.27,CANADA,CE/CS
243,2.7,3.4,28,53,University of Alberta,0.23,CANADA,CE/CS
170,1.2,3.0,46,99,University of Saskatchewan,0.29,CANADA,CE/CS
195,3.4,0.3,96,28,University of Sherbrooke,0.19,CANADA,CE/CS
246,3.5,2.7,95,45,University of Guelph,0.45,CANADA,CE/CS
322,2.3,0.4,41,88,University of Manitoba,0.24,CANADA,CE/CS
122,1.6,5.3,31,54,McGill University,0.04,CANADA,CE/CS
211,1.5,7.0,56,74,Concordia University,0.85,CANADA,CE/CS
287,2.5,0.7,84,61,Ryerson University,0.46,CANADA,CE/CS
337,3.3,6.4,8,17,McGill University,0.52,CANADA,CE/CS
148,3.5,8.1,16,87,Thompson Rivers University,0.54,CANADA,CE/CS
64,1.1,3.5,66,96,Mount Allison University,0.42,CANADA,CE/CS
177,1.1,5.1,11,47,Trent University,0.64,CANADA,CE/CS
122,3.8,8.4,41,94,University of Montreal,0.19,CANADA,CE/CS
49,3.9,0.7,29,98,University of Lethbridge,0.74,CANADA,CE/CS
246,2.6,5.3,18,47,University of Fraser Valley,0.24,CANADA,CE/CS
216,3.8,8.5,82,13,University of Sherbrooke,0.57,CANADA,CE/CS
245,2.4,6.2,78,37,Athabasca University,0.23,CANADA,CE/CS
294,3.6,4.1,44,20,Carleton University,0.18,CANADA,CE/CS
245,0.1,6.0,52,48,Simon Fraser University,0.05,CANADA,CE/CS
138,3.8,0.8,29,73,University of King's College,0.29,CANADA,CE/CS
327,3.7,6.3,44,71,Saint Mary's University,0.6,CANADA,CE/CS
196,1.4,4.3,15,53,University of Ontario Institute of Technology,0.37,CANADA,CE/CS
131,0.0,2.7,79,8,Wilfrid Laurier University,0.94,CANADA,CE/CS
291,3.6,3.3,69,100,Trent University,0.56,CANADA,CE/CS
255,3.7,2.1,75,66,Brock University,0.67,CANADA,CE/CS
320,3.2,3.7,50,51,Brock University,0.1,CANADA,CE/CS
226,3.1,4.0,99,3,University of Western Ontario,0.71,CANADA,CE/CS
201,2.8,6.4,83,75,University of Winnipeg,0.8,CANADA,CE/CS
302,2.9,7.0,3,66,University of Northern British Columbia,0.39,CANADA,CE/CS
106,2.2,5.1,17,47,Wilfrid Laurier University,0.22,CANADA,CE/CS
179,3.9,0.3,41,96,University of Waterloo,0.63,CANADA,CE/CS
321,3.1,7.0,71,90,University of New Brunswick,0.8,CANADA,CE/CS
223,3.5,3.3,81,26,Carleton University,0.65,CANADA,CE/CS
310,1.3,9.0,77,12,Laurentian University,0.39,CANADA,CE/CS
120,3.0,0.4,67,8,Trent University,0.79,CANADA,CE/CS
71,2.2,7.3,74,61,Queen's University,0.99,CANADA,CE/CS
301,1.5,7.3,61,35,Concordia University,0.9,CANADA,CE/CS
252,2.6,7.9,52,3,Concordia University,0.64,CANADA,CE/CS
208,0.5,6.2,41,84,Thompson Rivers University,0.71,CANADA,CE/CS
193,1.1,4.4,16,9,Wilfrid Laurier University,0.09,CANADA,CE/CS
227,4.0,0.2,21,36,University of Alberta,0.05,CANADA,CE/CS
37,3.1,6.5,64,87,University of New Brunswick,0.14,CANADA,CE/CS
184,2.7,4.1,86,77,Brock University,0.64,CANADA,CE/CS
282,1.1,2.2,69,68,University of Ottawa,0.67,CANADA,CE/CS
287,0.6,1.5,12,40,Concordia University,0.77,CANADA,CE/CS
158,2.3,1.6,58,98,Nipissing University,0.26,CANADA,CE/CS
73,3.2,6.2,88,57,University of Sherbrooke,0.3,CANADA,CE/CS
245,2.4,1.7,88,67,Brock University,0.07,CANADA,CE/CS
174,3.7,3.5,5,5,University of New Brunswick,0.71,CANADA,CE/CS
70,0.3,6.2,19,85,University of Windsor,0.68,CANADA,CE/CS
259,1.6,7.9,2,93,York University,0.29,CANADA,CE/CS
232,3.0,2.2,76,66,Carleton University,0.04,CANADA,CE/CS
325,1.6,1.6,41,37,Concordia University,0.07,CANADA,CE/CS
305,0.7,4.0,39,85,McGill University,0.05,CANADA,CE/CS
171,2.5,3.3,30,27,University of Toronto,0.06,CANADA,CE/CS
27,1.2,5.8,26,55,Simon Fraser University,0.96,CANADA,CE/CS
174,2.3,1.9,17,67,University of Manitoba,0.13,CANADA,CE/CS
339,3.4,6.0,45,9,University of Calgary,0.24,CANADA,CE/CS
319,3.2,6.8,84,57,University of Guelph,0.08,CANADA,CE/CS
223,2.8,1.2,57,48,Concordia University,0.85,CANADA,CE/CS
147,1.7,8.4,67,69,University of British Columbia,0.63,CANADA,CE/CS
62,3.3,0.4,58,5,Nipissing University,0.36,CANADA,CE/CS
75,2.9,4.8,90,0,McGill University,0.31,CANADA,CE/CS
136,1.0,2.1,35,49,University of New Brunswick,0.85,CANADA,CE/CS
54,2.0,0.4,66,35,Thompson Rivers University,1.0,CANADA,CE/CS
266,3.5,4.2,57,39,Brock University,0.92,CANADA,CE/CS
195,2.8,2.6,52,11,Queen's University,0.29,CANADA,CE/CS
191,3.9,4.8,67,69,University of Prince Edward Island,0.41,CANADA,CE/CS
293,0.9,3.6,57,93,University of New Brunswick,0.58,CANADA,CE/CS
82,2.0,4.7,72,33,University of Toronto,0.15,CANADA,CE/CS
152,3.0,7.8,51,79,University of Windsor,0.6,CANADA,CE/CS
108,2.6,4.9,54,79,Trent University,0.2,CANADA,CE/CS
260,2.6,4.9,4,36,University of Moncton.,0.75,CANADA,CE/CS
43,2.6,6.2,31,80,University of Moncton.,0.7,CANADA,CE/CS
184,4.0,3.6,90,36,University of Regina,0.89,CANADA,CE/CS
301,1.3,6.8,35,96,Brock University,0.71,CANADA,CE/CS
110,2.8,6.6,7,98,McGill University,0.38,CANADA,CE/CS
126,0.1,5.9,49,80,Carleton University,0.92,CANADA,CE/CS
275,4.0,5.3,63,78,University of New Brunswick,0.84,CANADA,CE/CS
129,1.7,1.6,81,23,Laurentian University,0.52,CANADA,CE/CS
330,3.9,4.6,28,21,University of Ontario Institute of Technology,0.24,CANADA,CE/CS
41,2.7,5.6,7,24,Laurentian University,0.02,CANADA,CE/CS
54,2.4,3.1,84,42,University of Manitoba,0.61,CANADA,CE/CS
231,0.2,1.8,25,27,University of Winnipeg,0.52,CANADA,CE/CS
215,3.0,4.2,7,21,University of Ottawa,0.56,CANADA,CE/CS
213,2.7,5.1,50,0,Trent University,0.58,CANADA,CE/CS
219,1.9,5.1,8,32,Laurentian University,0.22,CANADA,CE/CS
98,3.6,0.3,55,52,University of Ontario Institute of Technology,0.86,CANADA,CE/CS
216,1.7,5.1,69,61,University of Winnipeg,0.69,CANADA,CE/CS
318,1.0,1.3,81,76,Brock University,0.75,CANADA,CE/CS
274,0.3,8.1,90,53,University of Waterloo,0.97,CANADA,CE/CS
113,0.6,2.4,29,14,Memorial University of Newfoundland,0.16,CANADA,CE/CS
11,0.1,1.7,44,4,University of King's College,0.88,CANADA,CE/CS
321,1.7,7.6,59,24,University of Manitoba,0.82,CANADA,CE/CS
248,0.6,2.9,75,24,Cape Breton University,0.65,CANADA,CE/CS
55,1.9,1.7,60,31,University of Northern British Columbia,0.83,CANADA,CE/CS
72,2.5,0.0,48,72,Nipissing University,0.02,CANADA,CE/CS
311,2.6,2.6,24,15,Memorial University of Newfoundland,0.69,CANADA,CE/CS
157,3.5,4.2,14,44,Mount Royal University,0.82,CANADA,CE/CS
0,2.3,5.5,99,37,Trent University,0.67,CANADA,CE/CS
175,2.7,8.1,28,45,University of Victoria,0.91,CANADA,CE/CS
24,2.4,1.7,68,59,Laval University,0.92,CANADA,CE/CS
35,0.8,1.2,56,8,University of Manitoba,0.55,CANADA,CE/CS
316,3.5,6.6,63,50,University of Manitoba,0.28,CANADA,CE/CS
101,2.2,3.0,49,6,University of Sherbrooke,0.3,CANADA,CE/CS
119,1.7,7.7,9,23,University of King's College,0.42,CANADA,CE/CS
109,1.7,2.6,58,86,Wilfrid Laurier University,0.93,CANADA,CE/CS
117,3.4,1.1,49,26,Royal Roads University,0.61,CANADA,CE/CS
288,2.9,6.7,48,94,Simon Fraser University,0.31,CANADA,CE/CS
53,2.5,2.1,97,12,Dalhousie University,0.33,CANADA,CE/CS
26,3.1,0.1,88,68,University of Guelph,0.44,CANADA,CE/CS
77,1.8,6.1,74,75,Brock University,0.88,CANADA,CE/CS
303,3.7,7.5,55,12,University of New Brunswick,0.16,CANADA,CE/CS
204,1.5,6.3,66,1,University of Saskatchewan,0.93,CANADA,CE/CS
292,3.4,6.0,94,39,Laurentian University,0.23,CANADA,CE/CS
80,2.3,3.5,61,91,Laval University,0.17,CANADA,CE/CS
154,2.7,8.8,72,35,Saint Mary's University,0.98,CANADA,CE/CS
6,1.4,7.3,43,39,University of British Columbia,0.78,CANADA,CE/CS
111,1.8,0.3,70,14,University of Prince Edward Island,0.33,CANADA,CE/CS
297,3.3,5.0,50,32,Memorial University of Newfoundland,0.59,CANADA,CE/CS
298,2.6,0.4,55,77,Laurentian University,0.62,CANADA,CE/CS
155,1.5,4.3,85,25,University of British Columbia,0.73,CANADA,CE/CS
125,0.5,0.3,16,26,University of Waterloo,0.92,CANADA,CE/CS
197,3.2,2.5,4,85,Laval University,0.5,CANADA,CE/CS
53,3.9,3.3,50,50,University of Waterloo,0.98,CANADA,CE/CS
77,1.5,7.0,6,18,University of Moncton.,0.12,CANADA,CE/CS
7,1.8,1.4,14,98,University of Northern British Columbia,0.86,CANADA,CE/CS
108,2.7,6.6,59,84,Brock University,0.1,CANADA,CE/CS
315,2.4,3.0,90,51,Ryerson University,0.08,CANADA,CE/CS
314,2.3,5.8,62,60,Royal Roads University,0.56,CANADA,CE/CS
91,3.2,6.3,80,65,Thompson Rivers University,0.16,CANADA,CE/CS
330,2.8,2.3,44,96,University of Waterloo,0.84,CANADA,CE/CS
42,1.2,0.3,94,41,Simon Fraser University,0.03,CANADA,CE/CS
313,1.9,7.9,55,84,McMaster University,1.0,CANADA,CE/CS
152,2.7,2.9,19,21,University of Toronto,0.12,CANADA,CE/CS
187,0.3,8.6,56,17,University of British Columbia,0.46,CANADA,CE/CS
290,0.3,4.6,51,28,Royal Roads University,0.91,CANADA,CE/CS
7,1.3,6.4,31,18,University of Moncton.,0.2,CANADA,CE/CS
191,2.1,8.0,63,55,Laval University,0.92,CANADA,CE/CS
5,4.0,8.8,44,79,Laurentian University,0.01,CANADA,CE/CS
99,0.5,2.2,86,42,University of Lethbridge,0.36,CANADA,CE/CS
272,2.9,1.4,8,62,University of Waterloo,0.39,CANADA,CE/CS
320,2.7,0.8,74,59,University of Montreal,0.16,CANADA,CE/CS
47,3.5,0.5,51,58,Mount Royal University,0.52,CANADA,CE/CS
61,2.4,0.7,20,81,Simon Fraser University,0.6,CANADA,CE/CS
37,3.6,7.8,72,100,University of Waterloo,0.37,CANADA,CE/CS
30,2.9,4.7,49,94,McMaster University,0.33,CANADA,CE/CS
244,3.1,2.7,86,46,University of Guelph,0.58,CANADA,CE/CS
330,2.2,7.8,72,36,University of Toronto,0.24,CANADA,CE/CS
274,1.6,8.4,55,81,Cape Breton University,0.11,CANADA,CE/CS
38,3.0,5.2,93,89,University of Fraser Valley,0.07,CANADA,CE/CS
151,1.5,8.8,60,16,University of Regina,0.93,CANADA,CE/CS
199,0.4,4.6,67,27,Concordia University,0.97,CANADA,CE/CS
241,2.4,5.2,89,86,Simon Fraser University,0.36,CANADA,CE/CS
46,2.0,0.1,25,34,Cape Breton University,0.93,CANADA,CE/CS
87,1.7,5.2,28,33,Laval University,0.1,CANADA,CE/CS
220,0.1,1.3,19,80,University of Fraser Valley,0.32,CANADA,CE/CS
317,2.8,3.0,7,70,University of Northern British Columbia,0.84,CANADA,CE/CS
